generation_id,strategy,stage,target_tg_c,target_window_c,candidate_smiles,candidate_ratios,source_context,generator_id,generation_time,prompt_id,prompt_text,prompt_hash,rag_query,rag_context_refs,rag_context_digest,principle_hypothesis,functional_group_plan,candidate_json,compatibility_reasons,predicted_tg_mean_c,predicted_tg_sigma_c,ood_penalty,pievo_round,selected_by_ids,harness_failure_reason,review_status,notes
rule_template_423901b2e477,rule_template,harnessed,195.0,5.0,O=C(O)CC(O)(CC(=O)O)C(=O)O|O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21,0.60000:0.40000,selected_candidate_space_rule_template,smp02.agent_discovery:rule_template_enumeration,2026-06-06,rule_template_candidate_space_v1,"Enumerate rule-template SMP formulation candidates for target_tg_c=195, target_window_c=5; retain only compatible functional-group pairs and ratio-simplex records.",c3e9f07e47056885,,artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,carboxylic_acid;hydroxyl + anhydride;aromatic;ester;ether,"{""groups_a"": ""carboxylic_acid;hydroxyl"", ""groups_b"": ""anhydride;aromatic;ester;ether"", ""in_target_range"": true, ""ratio_a"": 0.6, ""ratio_b"": 0.4, ""smiles_a"": ""O=C(O)CC(O)(CC(=O)O)C(=O)O"", ""smiles_b"": ""O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21"", ""source_row_index"": 20, ""source_target_distance_c"": 0.0526374477135789}",酸酐-羟基酯化。,194.9473625522864,,0.0,,False,,needs_review,"Rule-template enumeration seed from selected candidate space; surrogate evidence only, not real DSC."
rule_template_d60e670ad632,rule_template,harnessed,195.0,5.0,COc1cc(CC2CO2)ccc1Oc1nc(Oc2ccc(CC3CO3)cc2OC)nc(Oc2ccc(CC3CO3)cc2OC)n1|Nc1ccc(C(F)(F)F)c(-c2ccc(N)cc2C(F)(F)F)c1,0.65000:0.35000,selected_candidate_space_rule_template,smp02.agent_discovery:rule_template_enumeration,2026-06-06,rule_template_candidate_space_v1,"Enumerate rule-template SMP formulation candidates for target_tg_c=195, target_window_c=5; retain only compatible functional-group pairs and ratio-simplex records.",c3e9f07e47056885,,artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,aromatic;epoxy;ether + aromatic;primary_amine,"{""groups_a"": ""aromatic;epoxy;ether"", ""groups_b"": ""aromatic;primary_amine"", ""in_target_range"": true, ""ratio_a"": 0.65, ""ratio_b"": 0.35, ""smiles_a"": ""COc1cc(CC2CO2)ccc1Oc1nc(Oc2ccc(CC3CO3)cc2OC)nc(Oc2ccc(CC3CO3)cc2OC)n1"", ""smiles_b"": ""Nc1ccc(C(F)(F)F)c(-c2ccc(N)cc2C(F)(F)F)c1"", ""source_row_index"": 21, ""source_target_distance_c"": 0.0544014720463792}",环氧-伯胺开环固化。,195.0544014720464,,0.0,,False,,needs_review,"Rule-template enumeration seed from selected candidate space; surrogate evidence only, not real DSC."
rule_template_12ccda51192f,rule_template,harnessed,195.0,5.0,CC(C)(c1ccc(OCCOCC2CO2)cc1)c1ccc(OCCOCC2CO2)cc1|O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21,0.70000:0.30000,selected_candidate_space_rule_template,smp02.agent_discovery:rule_template_enumeration,2026-06-06,rule_template_candidate_space_v1,"Enumerate rule-template SMP formulation candidates for target_tg_c=195, target_window_c=5; retain only compatible functional-group pairs and ratio-simplex records.",c3e9f07e47056885,,artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,aromatic;epoxy;ether + anhydride;aromatic;ester;ether,"{""groups_a"": ""aromatic;epoxy;ether"", ""groups_b"": ""anhydride;aromatic;ester;ether"", ""in_target_range"": true, ""ratio_a"": 0.7, ""ratio_b"": 0.3, ""smiles_a"": ""CC(C)(c1ccc(OCCOCC2CO2)cc1)c1ccc(OCCOCC2CO2)cc1"", ""smiles_b"": ""O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21"", ""source_row_index"": 22, ""source_target_distance_c"": 0.0544275952230464}",环氧-酸酐固化，常需催化剂。,195.05442759522305,,0.0,,False,,needs_review,"Rule-template enumeration seed from selected candidate space; surrogate evidence only, not real DSC."
rule_template_f85828d53609,rule_template,harnessed,195.0,5.0,NCc1cccc(CN)c1|O=c1cc(-c2ccc(OCC3CO3)cc2)oc2cc(OCC3CO3)ccc12,0.45000:0.55000,selected_candidate_space_rule_template,smp02.agent_discovery:rule_template_enumeration,2026-06-06,rule_template_candidate_space_v1,"Enumerate rule-template SMP formulation candidates for target_tg_c=195, target_window_c=5; retain only compatible functional-group pairs and ratio-simplex records.",c3e9f07e47056885,,artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,aromatic;primary_amine + aromatic;epoxy;ether,"{""groups_a"": ""aromatic;primary_amine"", ""groups_b"": ""aromatic;epoxy;ether"", ""in_target_range"": true, ""ratio_a"": 0.45, ""ratio_b"": 0.55, ""smiles_a"": ""NCc1cccc(CN)c1"", ""smiles_b"": ""O=c1cc(-c2ccc(OCC3CO3)cc2)oc2cc(OCC3CO3)ccc12"", ""source_row_index"": 23, ""source_target_distance_c"": 0.0544801119846738}",环氧-伯胺开环固化。,194.94551988801533,,0.0,,False,,needs_review,"Rule-template enumeration seed from selected candidate space; surrogate evidence only, not real DSC."
rule_template_268c2979ef64,rule_template,harnessed,195.0,5.0,Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(N)cc4)cc3)cc2)cc1|O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21,0.50000:0.50000,selected_candidate_space_rule_template,smp02.agent_discovery:rule_template_enumeration,2026-06-06,rule_template_candidate_space_v1,"Enumerate rule-template SMP formulation candidates for target_tg_c=195, target_window_c=5; retain only compatible functional-group pairs and ratio-simplex records.",c3e9f07e47056885,,artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,aromatic;ether;primary_amine + anhydride;aromatic;ester;ether,"{""groups_a"": ""aromatic;ether;primary_amine"", ""groups_b"": ""anhydride;aromatic;ester;ether"", ""in_target_range"": true, ""ratio_a"": 0.5, ""ratio_b"": 0.5, ""smiles_a"": ""Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(N)cc4)cc3)cc2)cc1"", ""smiles_b"": ""O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21"", ""source_row_index"": 24, ""source_target_distance_c"": 0.0552827490574543}",酸酐-胺形成聚酰胺酸/聚酰亚胺前体。,194.94471725094252,,0.0,,False,,needs_review,"Rule-template enumeration seed from selected candidate space; surrogate evidence only, not real DSC."
rule_template_739401826371,rule_template,harnessed,195.0,5.0,O=c1cc(-c2ccc(OCC3CO3)cc2)oc2cc(OCC3CO3)ccc12|O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.70000:0.30000,selected_candidate_space_rule_template,smp02.agent_discovery:rule_template_enumeration,2026-06-06,rule_template_candidate_space_v1,"Enumerate rule-template SMP formulation candidates for target_tg_c=195, target_window_c=5; retain only compatible functional-group pairs and ratio-simplex records.",c3e9f07e47056885,,artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,aromatic;epoxy;ether + aromatic;carboxylic_acid;hydroxyl,"{""groups_a"": ""aromatic;epoxy;ether"", ""groups_b"": ""aromatic;carboxylic_acid;hydroxyl"", ""in_target_range"": true, ""ratio_a"": 0.7, ""ratio_b"": 0.3, ""smiles_a"": ""O=c1cc(-c2ccc(OCC3CO3)cc2)oc2cc(OCC3CO3)ccc12"", ""smiles_b"": ""O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1"", ""source_row_index"": 25, ""source_target_distance_c"": 0.0554993520128448}",环氧-羧酸开环酯化。,195.05549935201284,,0.0,,False,,needs_review,"Rule-template enumeration seed from selected candidate space; surrogate evidence only, not real DSC."
rule_template_a06e557962d8,rule_template,harnessed,195.0,5.0,O=C1OC(=O)c2cc(C(c3ccc4c(c3)C(=O)OC4=O)(C(F)(F)F)C(F)(F)F)ccc21|Nc1ccc(-c2ccc(N)c(C(F)(F)F)c2)c(C(F)(F)F)c1,0.65000:0.35000,selected_candidate_space_rule_template,smp02.agent_discovery:rule_template_enumeration,2026-06-06,rule_template_candidate_space_v1,"Enumerate rule-template SMP formulation candidates for target_tg_c=195, target_window_c=5; retain only compatible functional-group pairs and ratio-simplex records.",c3e9f07e47056885,,artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,anhydride;aromatic;ester;ether + aromatic;primary_amine,"{""groups_a"": ""anhydride;aromatic;ester;ether"", ""groups_b"": ""aromatic;primary_amine"", ""in_target_range"": true, ""ratio_a"": 0.65, ""ratio_b"": 0.35, ""smiles_a"": ""O=C1OC(=O)c2cc(C(c3ccc4c(c3)C(=O)OC4=O)(C(F)(F)F)C(F)(F)F)ccc21"", ""smiles_b"": ""Nc1ccc(-c2ccc(N)c(C(F)(F)F)c2)c(C(F)(F)F)c1"", ""source_row_index"": 26, ""source_target_distance_c"": 0.0566838650145484}",酸酐-胺形成聚酰胺酸/聚酰亚胺前体。,195.05668386501452,,0.0,,False,,needs_review,"Rule-template enumeration seed from selected candidate space; surrogate evidence only, not real DSC."
rule_template_9e12c65bd675,rule_template,harnessed,195.0,5.0,COc1cc(CO)cc(-c2cc(COCC3CO3)cc(OC)c2OCC2CO2)c1OCC1CO1|Nc1ccc(-c2ccc(N)c(N)c2)c(N)c1,0.50000:0.50000,selected_candidate_space_rule_template,smp02.agent_discovery:rule_template_enumeration,2026-06-06,rule_template_candidate_space_v1,"Enumerate rule-template SMP formulation candidates for target_tg_c=195, target_window_c=5; retain only compatible functional-group pairs and ratio-simplex records.",c3e9f07e47056885,,artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,aromatic;epoxy;ether;hydroxyl + aromatic;primary_amine,"{""groups_a"": ""aromatic;epoxy;ether;hydroxyl"", ""groups_b"": ""aromatic;primary_amine"", ""in_target_range"": true, ""ratio_a"": 0.5, ""ratio_b"": 0.5, ""smiles_a"": ""COc1cc(CO)cc(-c2cc(COCC3CO3)cc(OC)c2OCC2CO2)c1OCC1CO1"", ""smiles_b"": ""Nc1ccc(-c2ccc(N)c(N)c2)c(N)c1"", ""source_row_index"": 27, ""source_target_distance_c"": 0.0601020114703203}",环氧-伯胺开环固化。,195.06010201147032,,0.0,,False,,needs_review,"Rule-template enumeration seed from selected candidate space; surrogate evidence only, not real DSC."
rule_template_5935cff13605,rule_template,harnessed,195.0,5.0,Cc1cc(OCC2CO2)c(C(C)(C)C)cc1-c1cc(C)c(OCC2CO2)c(C(C)(C)C)c1|Nc1cc(N)cc(N)c1,0.95000:0.05000,selected_candidate_space_rule_template,smp02.agent_discovery:rule_template_enumeration,2026-06-06,rule_template_candidate_space_v1,"Enumerate rule-template SMP formulation candidates for target_tg_c=195, target_window_c=5; retain only compatible functional-group pairs and ratio-simplex records.",c3e9f07e47056885,,artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,aromatic;epoxy;ether + aromatic;primary_amine,"{""groups_a"": ""aromatic;epoxy;ether"", ""groups_b"": ""aromatic;primary_amine"", ""in_target_range"": true, ""ratio_a"": 0.95, ""ratio_b"": 0.05, ""smiles_a"": ""Cc1cc(OCC2CO2)c(C(C)(C)C)cc1-c1cc(C)c(OCC2CO2)c(C(C)(C)C)c1"", ""smiles_b"": ""Nc1cc(N)cc(N)c1"", ""source_row_index"": 28, ""source_target_distance_c"": 0.0606193259890517}",环氧-伯胺开环固化。,195.06061932598905,,0.0,,False,,needs_review,"Rule-template enumeration seed from selected candidate space; surrogate evidence only, not real DSC."
rule_template_5cdd820eacdf,rule_template,harnessed,195.0,5.0,C=CCOCC(CC)(CO)CO|O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21,0.20000:0.80000,selected_candidate_space_rule_template,smp02.agent_discovery:rule_template_enumeration,2026-06-06,rule_template_candidate_space_v1,"Enumerate rule-template SMP formulation candidates for target_tg_c=195, target_window_c=5; retain only compatible functional-group pairs and ratio-simplex records.",c3e9f07e47056885,,artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,ether;hydroxyl;vinyl + anhydride;aromatic;ester;ether,"{""groups_a"": ""ether;hydroxyl;vinyl"", ""groups_b"": ""anhydride;aromatic;ester;ether"", ""in_target_range"": true, ""ratio_a"": 0.2, ""ratio_b"": 0.8, ""smiles_a"": ""C=CCOCC(CC)(CO)CO"", ""smiles_b"": ""O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21"", ""source_row_index"": 29, ""source_target_distance_c"": 0.0633305820451255}",酸酐-羟基酯化。,194.93666941795487,,0.0,,False,,needs_review,"Rule-template enumeration seed from selected candidate space; surrogate evidence only, not real DSC."
rule_template_a7f7a36a51cf,rule_template,harnessed,195.0,5.0,c1cc(N(CC2CO2)CC2CO2)ccc1OCC1CO1|Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(N)cc4)cc3)cc2)cc1,0.60000:0.40000,selected_candidate_space_rule_template,smp02.agent_discovery:rule_template_enumeration,2026-06-06,rule_template_candidate_space_v1,"Enumerate rule-template SMP formulation candidates for target_tg_c=195, target_window_c=5; retain only compatible functional-group pairs and ratio-simplex records.",c3e9f07e47056885,,artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,aromatic;epoxy;ether + aromatic;ether;primary_amine,"{""groups_a"": ""aromatic;epoxy;ether"", ""groups_b"": ""aromatic;ether;primary_amine"", ""in_target_range"": true, ""ratio_a"": 0.6, ""ratio_b"": 0.4, ""smiles_a"": ""c1cc(N(CC2CO2)CC2CO2)ccc1OCC1CO1"", ""smiles_b"": ""Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(N)cc4)cc3)cc2)cc1"", ""source_row_index"": 30, ""source_target_distance_c"": 0.0647996097464158}",环氧-伯胺开环固化。,195.0647996097464,,0.0,,False,,needs_review,"Rule-template enumeration seed from selected candidate space; surrogate evidence only, not real DSC."
rule_template_284b7e600b5f,rule_template,harnessed,195.0,5.0,Cc1cc(-c2cc(C)c(OCC3CO3)c(C)c2)c(C)cc1OCC1CO1|NCCNCCNCCN,0.40000:0.60000,selected_candidate_space_rule_template,smp02.agent_discovery:rule_template_enumeration,2026-06-06,rule_template_candidate_space_v1,"Enumerate rule-template SMP formulation candidates for target_tg_c=195, target_window_c=5; retain only compatible functional-group pairs and ratio-simplex records.",c3e9f07e47056885,,artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,aromatic;epoxy;ether + primary_amine;secondary_amine,"{""groups_a"": ""aromatic;epoxy;ether"", ""groups_b"": ""primary_amine;secondary_amine"", ""in_target_range"": true, ""ratio_a"": 0.4, ""ratio_b"": 0.6, ""smiles_a"": ""Cc1cc(-c2cc(C)c(OCC3CO3)c(C)c2)c(C)cc1OCC1CO1"", ""smiles_b"": ""NCCNCCNCCN"", ""source_row_index"": 31, ""source_target_distance_c"": 0.0700957420411612}",环氧-伯胺开环固化。,194.92990425795884,,0.0,,False,,needs_review,"Rule-template enumeration seed from selected candidate space; surrogate evidence only, not real DSC."
rule_template_795a83dfd2a2,rule_template,harnessed,195.0,5.0,CC(c1ccc(Oc2ccc(N)cc2)cc1)(c1ccc(Oc2ccc(N)cc2)cc1)c1ccc(Oc2ccc(N)cc2)cc1|CC(C)(c1ccc(OC#N)cc1)c1ccc(OC#N)cc1,0.80000:0.20000,selected_candidate_space_rule_template,smp02.agent_discovery:rule_template_enumeration,2026-06-06,rule_template_candidate_space_v1,"Enumerate rule-template SMP formulation candidates for target_tg_c=195, target_window_c=5; retain only compatible functional-group pairs and ratio-simplex records.",c3e9f07e47056885,,artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,aromatic;ether;primary_amine + aromatic;cyanate_ester;ether;nitrile,"{""groups_a"": ""aromatic;ether;primary_amine"", ""groups_b"": ""aromatic;cyanate_ester;ether;nitrile"", ""in_target_range"": true, ""ratio_a"": 0.8, ""ratio_b"": 0.1999999999999999, ""smiles_a"": ""CC(c1ccc(Oc2ccc(N)cc2)cc1)(c1ccc(Oc2ccc(N)cc2)cc1)c1ccc(Oc2ccc(N)cc2)cc1"", ""smiles_b"": ""CC(C)(c1ccc(OC#N)cc1)c1ccc(OC#N)cc1"", ""source_row_index"": 32, ""source_target_distance_c"": 0.0703022669019333}",氰酸酯-胺共反应。,194.92969773309807,,0.0,,False,,needs_review,"Rule-template enumeration seed from selected candidate space; surrogate evidence only, not real DSC."
rule_template_631422a6a76e,rule_template,harnessed,195.0,5.0,C=CCc1ccc(OCC2CO2)c(-c2cc(CC=C)ccc2OCC2CO2)c1|CC1CCC2C(=O)OC(=O)C2C1,0.15000:0.85000,selected_candidate_space_rule_template,smp02.agent_discovery:rule_template_enumeration,2026-06-06,rule_template_candidate_space_v1,"Enumerate rule-template SMP formulation candidates for target_tg_c=195, target_window_c=5; retain only compatible functional-group pairs and ratio-simplex records.",c3e9f07e47056885,,artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,aromatic;epoxy;ether;vinyl + anhydride;ester;ether,"{""groups_a"": ""aromatic;epoxy;ether;vinyl"", ""groups_b"": ""anhydride;ester;ether"", ""in_target_range"": true, ""ratio_a"": 0.15, ""ratio_b"": 0.85, ""smiles_a"": ""C=CCc1ccc(OCC2CO2)c(-c2cc(CC=C)ccc2OCC2CO2)c1"", ""smiles_b"": ""CC1CCC2C(=O)OC(=O)C2C1"", ""source_row_index"": 33, ""source_target_distance_c"": 0.0705514967822864}",环氧-酸酐固化，常需催化剂。,194.9294485032177,,0.0,,False,,needs_review,"Rule-template enumeration seed from selected candidate space; surrogate evidence only, not real DSC."
rule_template_a50847d29d9b,rule_template,harnessed,195.0,5.0,O=C(O)CC(O)(CC(=O)O)C(=O)O|O=c1cc(-c2ccc(OCC3CO3)cc2)oc2cc(OCC3CO3)ccc12,0.15000:0.85000,selected_candidate_space_rule_template,smp02.agent_discovery:rule_template_enumeration,2026-06-06,rule_template_candidate_space_v1,"Enumerate rule-template SMP formulation candidates for target_tg_c=195, target_window_c=5; retain only compatible functional-group pairs and ratio-simplex records.",c3e9f07e47056885,,artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,carboxylic_acid;hydroxyl + aromatic;epoxy;ether,"{""groups_a"": ""carboxylic_acid;hydroxyl"", ""groups_b"": ""aromatic;epoxy;ether"", ""in_target_range"": true, ""ratio_a"": 0.15, ""ratio_b"": 0.85, ""smiles_a"": ""O=C(O)CC(O)(CC(=O)O)C(=O)O"", ""smiles_b"": ""O=c1cc(-c2ccc(OCC3CO3)cc2)oc2cc(OCC3CO3)ccc12"", ""source_row_index"": 34, ""source_target_distance_c"": 0.0716174811067276}",环氧-羧酸开环酯化。,195.07161748110676,,0.0,,False,,needs_review,"Rule-template enumeration seed from selected candidate space; surrogate evidence only, not real DSC."
rule_template_ef7269dbb796,rule_template,harnessed,195.0,5.0,COc1cc(CC2CO2)ccc1OC(=O)c1ccc(C(=O)Oc2ccc(CC3CO3)cc2OC)cc1|O=c1cc(-c2ccc3c(c2)CN(Cc2ccco2)CO3)c2c3c(c(O)cc2o1)CN(Cc1ccco1)CO3,0.50000:0.50000,selected_candidate_space_rule_template,smp02.agent_discovery:rule_template_enumeration,2026-06-06,rule_template_candidate_space_v1,"Enumerate rule-template SMP formulation candidates for target_tg_c=195, target_window_c=5; retain only compatible functional-group pairs and ratio-simplex records.",c3e9f07e47056885,,artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,aromatic;epoxy;ester;ether + aromatic;ether;hydroxyl;phenol,"{""groups_a"": ""aromatic;epoxy;ester;ether"", ""groups_b"": ""aromatic;ether;hydroxyl;phenol"", ""in_target_range"": true, ""ratio_a"": 0.5, ""ratio_b"": 0.5, ""smiles_a"": ""COc1cc(CC2CO2)ccc1OC(=O)c1ccc(C(=O)Oc2ccc(CC3CO3)cc2OC)cc1"", ""smiles_b"": ""O=c1cc(-c2ccc3c(c2)CN(Cc2ccco2)CO3)c2c3c(c(O)cc2o1)CN(Cc1ccco1)CO3"", ""source_row_index"": 35, ""source_target_distance_c"": 0.0720860185827234}",环氧-羟基醚化，常需催化剂。,195.07208601858272,,0.0,,False,,needs_review,"Rule-template enumeration seed from selected candidate space; surrogate evidence only, not real DSC."
rule_template_95cb68a10888,rule_template,harnessed,195.0,5.0,CC(C)(C)N|COc1cc(CO)cc(-c2cc(CO)cc(OC)c2OCC2CO2)c1OCC1CO1,0.60000:0.40000,selected_candidate_space_rule_template,smp02.agent_discovery:rule_template_enumeration,2026-06-06,rule_template_candidate_space_v1,"Enumerate rule-template SMP formulation candidates for target_tg_c=195, target_window_c=5; retain only compatible functional-group pairs and ratio-simplex records.",c3e9f07e47056885,,artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,primary_amine + aromatic;epoxy;ether;hydroxyl,"{""groups_a"": ""primary_amine"", ""groups_b"": ""aromatic;epoxy;ether;hydroxyl"", ""in_target_range"": true, ""ratio_a"": 0.6, ""ratio_b"": 0.4, ""smiles_a"": ""CC(C)(C)N"", ""smiles_b"": ""COc1cc(CO)cc(-c2cc(CO)cc(OC)c2OCC2CO2)c1OCC1CO1"", ""source_row_index"": 36, ""source_target_distance_c"": 0.0734907681389529}",环氧-伯胺开环固化。,195.07349076813892,,0.0,,False,,needs_review,"Rule-template enumeration seed from selected candidate space; surrogate evidence only, not real DSC."
rule_template_02ef11a74709,rule_template,harnessed,195.0,5.0,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N|O=C1OC(=O)c2cc(Oc3ccc4c(c3)C(=O)OC4=O)ccc21,0.05000:0.95000,selected_candidate_space_rule_template,smp02.agent_discovery:rule_template_enumeration,2026-06-06,rule_template_candidate_space_v1,"Enumerate rule-template SMP formulation candidates for target_tg_c=195, target_window_c=5; retain only compatible functional-group pairs and ratio-simplex records.",c3e9f07e47056885,,artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,ether;primary_amine + anhydride;aromatic;ester;ether,"{""groups_a"": ""ether;primary_amine"", ""groups_b"": ""anhydride;aromatic;ester;ether"", ""in_target_range"": true, ""ratio_a"": 0.05, ""ratio_b"": 0.95, ""smiles_a"": ""COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N"", ""smiles_b"": ""O=C1OC(=O)c2cc(Oc3ccc4c(c3)C(=O)OC4=O)ccc21"", ""source_row_index"": 37, ""source_target_distance_c"": 0.0777005992173087}",酸酐-胺形成聚酰胺酸/聚酰亚胺前体。,195.0777005992173,,0.0,,False,,needs_review,"Rule-template enumeration seed from selected candidate space; surrogate evidence only, not real DSC."
rule_template_8da474427712,rule_template,harnessed,195.0,5.0,c1cc(N(CC2CO2)CC2CO2)ccc1Cc1ccc(N(CC2CO2)CC2CO2)cc1|Nc1ccc(-c2ccc(N)cc2)cc1,0.60000:0.40000,selected_candidate_space_rule_template,smp02.agent_discovery:rule_template_enumeration,2026-06-06,rule_template_candidate_space_v1,"Enumerate rule-template SMP formulation candidates for target_tg_c=195, target_window_c=5; retain only compatible functional-group pairs and ratio-simplex records.",c3e9f07e47056885,,artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,aromatic;epoxy;ether + aromatic;primary_amine,"{""groups_a"": ""aromatic;epoxy;ether"", ""groups_b"": ""aromatic;primary_amine"", ""in_target_range"": true, ""ratio_a"": 0.6, ""ratio_b"": 0.4, ""smiles_a"": ""c1cc(N(CC2CO2)CC2CO2)ccc1Cc1ccc(N(CC2CO2)CC2CO2)cc1"", ""smiles_b"": ""Nc1ccc(-c2ccc(N)cc2)cc1"", ""source_row_index"": 38, ""source_target_distance_c"": 0.0782791545005068}",环氧-伯胺开环固化。,194.9217208454995,,0.0,,False,,needs_review,"Rule-template enumeration seed from selected candidate space; surrogate evidence only, not real DSC."
