ML method,latent_size,model_family,predictor_kind,model_path,PCP training dataset (%),PCP test dataset (%),MAPE training dataset (%),MAPE test dataset (%),MAPEK training dataset (%),MAPEK test dataset (%),MAE training dataset (C),MAE test dataset (C),RMSE training dataset (C),RMSE test dataset (C),R2 training,R2 test
VAE (256) + SGDRegressor_huber,256,model_zoo,joblib,artifacts/reproduce/predictors/latent_256/zoo_sgdregressor_huber_latent_256.joblib,24.736842105263158,22.058823529411764,81.81419033983254,421.38762593376316,11.840514842524978,13.48931020563279,47.04517561564077,58.94305698680951,62.76877018195846,81.95996439836506,0.4010449047858199,0.2742706027014262
VAE (256) + SVR_RBF,256,model_zoo,joblib,artifacts/reproduce/predictors/latent_256/zoo_svr_rbf_latent_256.joblib,12.894736842105264,10.294117647058822,235.87399572586642,1170.2194894331658,30.44232037657737,31.017504106858134,107.2691497846801,112.83264496360962,119.68393875269425,123.36236030230512,-1.1776033242166362,-0.6441314379759528
VAE (256) + SVR_linear,256,model_zoo,joblib,artifacts/reproduce/predictors/latent_256/zoo_svr_linear_latent_256.joblib,12.894736842105264,10.294117647058822,235.87399572586642,1170.2194894331658,30.44232037657737,31.017504106858134,107.2691497846801,112.83264496360962,119.68393875269425,123.36236030230512,-1.1776033242166362,-0.6441314379759528
VAE (256) + SVR_poly2,256,model_zoo,joblib,artifacts/reproduce/predictors/latent_256/zoo_svr_poly2_latent_256.joblib,12.894736842105264,10.294117647058822,235.87399572586642,1170.2194894331658,30.44232037657737,31.017504106858134,107.2691497846801,112.83264496360962,119.68393875269425,123.36236030230512,-1.1776033242166362,-0.6441314379759528
VAE (256) + NuSVR_RBF,256,model_zoo,joblib,artifacts/reproduce/predictors/latent_256/zoo_nusvr_rbf_latent_256.joblib,46.8421052631579,35.294117647058826,27.92272156796816,174.64234740838515,4.932958571499199,7.717113132269185,19.41115740535681,32.420661593999604,25.04561121895422,47.22973683010034,0.9046391103785076,0.7590082115795416
VAE (256) + LinearSVR,256,model_zoo,joblib,artifacts/reproduce/predictors/latent_256/zoo_linearsvr_latent_256.joblib,43.684210526315795,35.294117647058826,31.962466270809276,133.91846606383288,5.7392787391419695,7.989546938619499,22.984435564815726,34.7305600263399,30.76377656678834,51.49414641756118,0.8561246737857792,0.7135248731254092
VAE (256) + KernelRidge_RBF_a1_gscale,256,model_zoo,joblib,artifacts/reproduce/predictors/latent_256/zoo_kernelridge_rbf_a1_gscale_latent_256.joblib,16.842105263157894,13.23529411764706,101.424740084159,519.0816590734639,13.725764250036423,15.336263984206969,53.917207464418915,65.79108823309926,68.1794294729208,85.87444525700847,0.2933347821235657,0.2032921314239502
VAE (256) + KernelRidge_RBF_a0.1_g0.01,256,model_zoo,joblib,artifacts/reproduce/predictors/latent_256/zoo_kernelridge_rbf_a0.1_g0.01_latent_256.joblib,28.421052631578945,25.0,57.74206287955539,379.4256397680843,9.009519584512693,10.631193427109348,35.710637459002044,45.08709572606227,46.157515867637755,62.871100728424224,0.6761142015457153,0.5729552507400513
VAE (256) + KernelRidge_linear,256,model_zoo,joblib,artifacts/reproduce/predictors/latent_256/zoo_kernelridge_linear_latent_256.joblib,33.68421052631579,29.411764705882355,50.323075948509995,329.6758398145419,7.9872293206779705,9.182878314381572,31.570078447617984,38.32836503404028,40.96690268783378,55.158164671802076,0.7448630928993225,0.6713067293167114
VAE (256) + KernelRidge_poly2,256,model_zoo,joblib,artifacts/reproduce/predictors/latent_256/zoo_kernelridge_poly2_latent_256.joblib,17.894736842105264,14.705882352941178,96.98485101152534,505.7208974731299,13.233033645061079,14.944111183775139,51.936441669966044,64.02957390599391,65.8136749451488,83.73698323447493,0.34152501821517944,0.24245953559875488
VAE (256) + KNN_3_uniform,256,model_zoo,joblib,artifacts/reproduce/predictors/latent_256/zoo_knn_3_uniform_latent_256.joblib,70.78947368421052,44.11764705882353,26.93307908944419,74.910026731239,3.6373834575054214,6.620268840697217,14.44683716422633,30.296165244544255,27.919152158072993,57.57204208176521,0.8815019130706787,0.6419081091880798
VAE (256) + KNN_5_distance,256,model_zoo,joblib,artifacts/reproduce/predictors/latent_256/zoo_knn_5_distance_latent_256.joblib,100.0,47.05882352941176,0.00040688799194699675,207.44690267305384,7.95608002435487e-05,6.917327100223529,0.00031232989751554737,31.405350128233778,0.0005001795097725012,56.09568624857005,0.9999999999619672,0.6600381968647531
VAE (256) + KNN_9_distance,256,model_zoo,joblib,artifacts/reproduce/predictors/latent_256/zoo_knn_9_distance_latent_256.joblib,100.0,44.11764705882353,0.0007635407228483562,324.90234483274764,0.00013953094941700353,7.701977847422937,0.0005437976990067977,34.63976450478017,0.00077159810688505,59.791864875007946,0.9999999999094915,0.6137616515194726
VAE (256) + DecisionTree_depth_6,256,model_zoo,joblib,artifacts/reproduce/predictors/latent_256/zoo_decisiontree_depth_6_latent_256.joblib,67.89473684210526,41.17647058823529,18.478576584730746,94.34846012391624,3.4302536201034948,8.244497248727924,13.039857522182764,37.24683759995766,19.77674008022163,66.18262571783283,0.9405411594850758,0.5267842618306782
VAE (256) + RandomForest_paper,256,model_zoo,joblib,artifacts/reproduce/predictors/latent_256/zoo_randomforest_paper_latent_256.joblib,82.89473684210526,58.82352941176471,19.15485133874254,230.86180553975754,2.0966304442696426,5.631505040062847,8.064870530198775,25.617618273302327,12.427874218280754,48.789082811957414,0.9765198578045102,0.7428322524200865
VAE (256) + RandomForest_large,256,model_zoo,joblib,artifacts/reproduce/predictors/latent_256/zoo_randomforest_large_latent_256.joblib,83.15789473684211,58.82352941176471,18.306611044488523,175.93603077400934,2.0422671373282926,5.695958223456553,7.869520975036253,25.97755024716165,12.199267220740001,48.881485876695564,0.9773757332143108,0.741857214995338
VAE (256) + ExtraTrees_300,256,model_zoo,joblib,artifacts/reproduce/predictors/latent_256/zoo_extratrees_300_latent_256.joblib,100.0,63.23529411764706,3.5037650681521446e-06,65.89594399334555,9.457556102163987e-07,4.7132042053476875,4.063518525266933e-06,21.596981631333005,6.142868983933008e-06,44.883459411213906,0.9999999999999942,0.7823574331507256
VAE (256) + ExtraTrees_600,256,model_zoo,joblib,artifacts/reproduce/predictors/latent_256/zoo_extratrees_600_latent_256.joblib,100.0,63.23529411764706,3.5037650681521446e-06,67.28791910537156,9.457556102163987e-07,4.702636243505158,4.063518525266933e-06,21.59472946607735,6.142868983933008e-06,45.0727388190666,0.9999999999999942,0.7805179083188621
VAE (256) + GradientBoosting_squared,256,model_zoo,joblib,artifacts/reproduce/predictors/latent_256/zoo_gradientboosting_squared_latent_256.joblib,89.73684210526316,52.94117647058824,7.767168247318174,54.41137394090405,1.2819746344118832,5.806490438840309,4.869891544245145,25.731165749536487,6.399298513830961,47.014912886660696,0.9937745354631241,0.7611955228083374
VAE (256) + GradientBoosting_huber,256,model_zoo,joblib,artifacts/reproduce/predictors/latent_256/zoo_gradientboosting_huber_latent_256.joblib,87.63157894736841,52.94117647058824,8.377424133162046,38.87482856907013,1.5177068283277224,5.667097713222657,5.905707942962793,25.43610230478556,10.480736337092003,47.95189990692633,0.9833009941974249,0.7515821312671414
VAE (256) + HistGradientBoosting,256,model_zoo,joblib,artifacts/reproduce/predictors/latent_256/zoo_histgradientboosting_latent_256.joblib,97.36842105263158,57.35294117647059,3.817753383424135,75.87711156726749,0.533445925468051,5.441638506181499,2.1856340850995957,24.320227412569306,4.999370349953204,43.121229422130895,0.9962004020493846,0.799112246446047
VAE (256) + AdaBoost_depth_4,256,model_zoo,joblib,artifacts/reproduce/predictors/latent_256/zoo_adaboost_depth_4_latent_256.joblib,52.10526315789473,30.88235294117647,37.733741511896824,271.78427099485793,4.909010484093692,7.969021069692628,18.44940583106501,34.15978638816437,22.973826868372022,52.28150336833037,0.9197631792504787,0.7046973610462735
VAE (256) + BaggingTrees,256,model_zoo,joblib,artifacts/reproduce/predictors/latent_256/zoo_baggingtrees_latent_256.joblib,76.05263157894737,51.470588235294116,22.60519507436451,205.25388513401936,2.6359621317226365,6.0980271738902525,9.967944205083548,27.341198709696247,13.9134025736333,49.29194349375763,0.9705711204831593,0.7375037658586256
VAE (256) + MLP_64,256,model_zoo,joblib,artifacts/reproduce/predictors/latent_256/zoo_mlp_64_latent_256.joblib,21.578947368421055,17.647058823529413,91.06917599934964,491.60905487671914,12.482110834274105,14.284167613130224,48.56121564162405,61.02466540038586,62.41305660451224,81.69770329658195,0.4078143239021301,0.2789077162742615
VAE (256) + MLP_128_64,256,model_zoo,joblib,artifacts/reproduce/predictors/latent_256/zoo_mlp_128_64_latent_256.joblib,20.526315789473685,19.11764705882353,87.94772286948809,463.52299351439837,12.420439606538585,13.964966603184603,49.1265743029745,60.7743628612336,63.329269718486614,83.60249395045095,0.39030033349990845,0.24489092826843262
VAE (256) + MLP_256_128_64,256,model_zoo,joblib,artifacts/reproduce/predictors/latent_256/zoo_mlp_256_128_64_latent_256.joblib,23.684210526315788,27.941176470588236,53.69055369524289,361.4665364758488,8.923729866713018,10.675482950698159,35.24434038557504,45.016111222260136,44.9505197098507,62.181304593705086,0.6928316354751587,0.5822745561599731
VAE (256) + PLS_2,256,model_zoo,joblib,artifacts/reproduce/predictors/latent_256/zoo_pls_2_latent_256.joblib,22.36842105263158,20.588235294117645,86.44128498406928,416.8508633069185,12.322337147294652,13.978997943854338,47.77725221353356,59.61953847669219,62.80031437859965,81.203665926927,0.4004427485004869,0.2876023715663769
VAE (256) + PLS_8,256,model_zoo,joblib,artifacts/reproduce/predictors/latent_256/zoo_pls_8_latent_256.joblib,32.10526315789474,26.47058823529412,44.41253610516519,348.2056157582585,7.405118608602068,9.468324683345418,28.97604689991606,39.268847472974755,37.37699894136483,53.924050058738494,0.7876188926428938,0.6858506252166283
VAE (256) + GaussianProcess_RBF,256,model_zoo,joblib,artifacts/reproduce/predictors/latent_256/zoo_gaussianprocess_rbf_latent_256.joblib,99.21052631578947,54.41176470588235,2.102145155712002,28.249402100026956,0.49123051153842345,7.210727321491748,1.898207111341436,34.91070787974707,3.237683680858558,76.14875240492572,0.9984064127113628,0.3735350493987285
VAE (256) + XGBoost_hist_depth3,256,model_zoo,joblib,artifacts/reproduce/predictors/latent_256/zoo_xgboost_hist_depth3_latent_256.joblib,93.15789473684211,50.0,6.058340480882675,77.63930960166941,0.9876419108366822,5.6944720366824795,3.769608744194633,25.56650651465444,4.916680978320712,45.7346245285854,0.9963250756263733,0.7740244269371033
VAE (256) + XGBoost_hist_depth5,256,model_zoo,joblib,artifacts/reproduce/predictors/latent_256/zoo_xgboost_hist_depth5_latent_256.joblib,99.47368421052632,58.82352941176471,1.7193457751657486,46.87700261704276,0.30836010636367767,5.223939033825971,1.1719776144153193,23.927102414124153,1.4974740256780106,45.81733904262184,0.9996591210365295,0.7732062935829163
VAE (256) + LightGBM_leaves31,256,model_zoo,joblib,artifacts/reproduce/predictors/latent_256/zoo_lightgbm_leaves31_latent_256.joblib,97.89473684210527,55.88235294117647,2.890709953829831,70.10169459276918,0.4289274249226414,5.298699239820005,1.7740762004188133,24.040416403898767,4.262547896660798,43.75691698612712,0.997237860754989,0.7931456666227438
VAE (256) + LightGBM_leaves63,256,model_zoo,joblib,artifacts/reproduce/predictors/latent_256/zoo_lightgbm_leaves63_latent_256.joblib,96.05263157894737,60.29411764705882,5.1607872031780575,86.41176551046286,0.7053009260069147,5.355554341169357,2.8794558741391825,24.298231908761576,6.007349765931514,44.320930259930876,0.9945137845150793,0.7877787208198109
VAE (256) + CatBoost_depth6,256,model_zoo,joblib,artifacts/reproduce/predictors/latent_256/zoo_catboost_depth6_latent_256.joblib,88.94736842105263,55.88235294117647,9.396293299973914,70.49859839074512,1.4454413428136634,5.515541935874317,5.511148206322019,24.63040146991339,7.121045634877889,45.99171350612726,0.9922910618325386,0.7714767594058214
VAE (256) + CatBoost_depth8,256,model_zoo,joblib,artifacts/reproduce/predictors/latent_256/zoo_catboost_depth8_latent_256.joblib,86.8421052631579,54.41176470588235,10.238051841677446,105.10929532652548,1.617064420839669,5.4755717150484,6.207265981891819,24.45844913596083,7.943886189672067,47.25473591942374,0.990406588989029,0.7587530261782215
VAE (256) + NGBoost,256,model_zoo,joblib,artifacts/reproduce/predictors/latent_256/zoo_ngboost_latent_256.joblib,87.89473684210526,48.529411764705884,8.513184479302517,75.67011696861076,1.4051005723230745,6.081918714665249,5.356221609117071,26.817991318051153,7.086405301489557,46.99679596602669,0.9923658796874499,0.7613795311545399
VAE (512) + SVR,512,paper,joblib,artifacts/reproduce/predictors/latent_512/svr_latent_512.joblib,12.894736842105264,10.294117647058822,235.87399572586642,1170.2194894331658,30.44232037657737,31.017504106858134,107.2691497846801,112.83264496360962,119.68393875269425,123.36236030230512,-1.1776033242166362,-0.6441314379759528
VAE (512) + RF,512,paper,joblib,artifacts/reproduce/predictors/latent_512/rf_latent_512.joblib,85.26315789473684,60.29411764705882,13.966926187327571,256.7650220290701,1.8416075073608615,5.405323988032711,7.1306595592951325,23.614729476128876,10.687203644658464,40.80827754620285,0.9826365830440658,0.8200848555349155
VAE (512) + CNN,512,paper,torch_cnn,artifacts/reproduce/predictors/latent_512/cnn_latent_512.pt,14.210526315789473,4.411764705882353,116.49970353961076,649.8314813290203,16.084923630243594,17.725310245497162,63.96644677362944,75.68950710840085,80.7030736174957,96.5342369810016,0.009881556034088135,-0.006778597831726074
VAE (512) + LinearRegression,512,model_zoo,joblib,artifacts/reproduce/predictors/latent_512/zoo_linearregression_latent_512.joblib,88.94736842105263,55.88235294117647,6.971523332112478,149.54351156034448,1.3403941110635293,44.43062344473903,5.285528182983398,232.25529480418737,8.500150597826266,1136.1793842001819,0.9890159964561462,-138.46493530273438
VAE (512) + Ridge_alpha_0.1,512,model_zoo,joblib,artifacts/reproduce/predictors/latent_512/zoo_ridge_alpha_0.1_latent_512.joblib,59.73684210526316,42.64705882352941,24.15378035726589,215.6535706522547,4.061869931923152,6.670987401270306,15.756996571390252,28.9136736419271,20.426883008071034,46.34207255002444,0.9365676045417786,0.767981767654419
VAE (512) + Ridge_alpha_1,512,model_zoo,joblib,artifacts/reproduce/predictors/latent_512/zoo_ridge_alpha_1_latent_512.joblib,42.89473684210526,35.294117647058826,38.00742192641955,297.551645939132,6.043518923470947,8.065024188153329,23.916199943266417,34.10679894598091,30.82835032929101,50.27550229917828,0.8555200695991516,0.7269237041473389
VAE (512) + Ridge_alpha_10,512,model_zoo,joblib,artifacts/reproduce/predictors/latent_512/zoo_ridge_alpha_10_latent_512.joblib,26.842105263157894,23.52941176470588,50.30739032945027,353.06275498180486,8.00772739467367,9.382631609433233,31.682809652152816,39.26420036747175,39.851402722143334,56.3512884871209,0.7585683465003967,0.6569330096244812
VAE (512) + Lasso_alpha_0.001,512,model_zoo,joblib,artifacts/reproduce/predictors/latent_512/zoo_lasso_alpha_0.001_latent_512.joblib,28.68421052631579,30.88235294117647,52.674655301916964,339.6762184390766,8.31247514916847,9.509078256560459,32.948027641051695,39.795130886575755,41.50562366576485,57.44062456795211,0.7381088137626648,0.6435410380363464
VAE (512) + ElasticNet_alpha_0.001_l1_0.2,512,model_zoo,joblib,artifacts/reproduce/predictors/latent_512/zoo_elasticnet_alpha_0.001_l1_0.2_latent_512.joblib,34.73684210526316,32.35294117647059,42.86031871504955,319.4511822829589,6.775267002202328,8.59345463874044,26.822361953634964,36.20886708971332,34.38513827395778,52.659443463372355,0.8202584385871887,0.7004125118255615
VAE (512) + ElasticNet_alpha_0.01_l1_0.5,512,model_zoo,joblib,artifacts/reproduce/predictors/latent_512/zoo_elasticnet_alpha_0.01_l1_0.5_latent_512.joblib,22.36842105263158,13.23529411764706,64.52456368964464,342.5076741164187,9.76962879626081,12.189626438584904,38.65258010688581,51.45415975328754,49.006491193674705,68.15615425301412,0.6348980069160461,0.49814140796661377
VAE (512) + BayesianRidge,512,model_zoo,joblib,artifacts/reproduce/predictors/latent_512/zoo_bayesianridge_latent_512.joblib,75.52631578947368,55.88235294117647,15.067422555374582,124.96962573448877,2.6004155096968127,6.013479969118099,9.95729216337204,27.18115121038521,13.378746127326949,50.088144873608236,0.9727894067764282,0.7289552092552185
VAE (512) + ARDRegression,512,model_zoo,joblib,artifacts/reproduce/predictors/latent_512/zoo_ardregression_latent_512.joblib,42.368421052631575,32.35294117647059,42.93416057663958,340.14384002996616,6.084355451460871,8.331033372380254,23.828223585925603,35.083183515597796,30.405796399754067,52.008809073638524,0.859453558921814,0.7077698111534119
VAE (512) + HuberRegressor,512,model_zoo,joblib,artifacts/reproduce/predictors/latent_512/zoo_huberregressor_latent_512.joblib,75.78947368421053,54.41176470588235,15.432755172654728,202.8596153679728,2.721736693549894,5.84398581207227,10.377425173362262,26.073768122429342,15.446482823920697,45.39645032355021,0.9637284398718113,0.7773539553050914
VAE (512) + SGDRegressor_huber,512,model_zoo,joblib,artifacts/reproduce/predictors/latent_512/zoo_sgdregressor_huber_latent_512.joblib,25.526315789473685,17.647058823529413,52.95857865949857,378.013033185659,8.734691051567841,10.760371324112853,34.97081610277399,45.47900231966808,45.395324885955226,62.921725676045824,0.6867224443067454,0.5722673097334176
VAE (512) + SVR_RBF,512,model_zoo,joblib,artifacts/reproduce/predictors/latent_512/zoo_svr_rbf_latent_512.joblib,12.894736842105264,10.294117647058822,235.87399572586642,1170.2194894331658,30.44232037657737,31.017504106858134,107.2691497846801,112.83264496360962,119.68393875269425,123.36236030230512,-1.1776033242166362,-0.6441314379759528
VAE (512) + SVR_linear,512,model_zoo,joblib,artifacts/reproduce/predictors/latent_512/zoo_svr_linear_latent_512.joblib,12.894736842105264,10.294117647058822,235.87399572586642,1170.2194894331658,30.44232037657737,31.017504106858134,107.2691497846801,112.83264496360962,119.68393875269425,123.36236030230512,-1.1776033242166362,-0.6441314379759528
VAE (512) + SVR_poly2,512,model_zoo,joblib,artifacts/reproduce/predictors/latent_512/zoo_svr_poly2_latent_512.joblib,12.894736842105264,10.294117647058822,235.87399572586642,1170.2194894331658,30.44232037657737,31.017504106858134,107.2691497846801,112.83264496360962,119.68393875269425,123.36236030230512,-1.1776033242166362,-0.6441314379759528
VAE (512) + NuSVR_RBF,512,model_zoo,joblib,artifacts/reproduce/predictors/latent_512/zoo_nusvr_rbf_latent_512.joblib,92.10526315789474,63.23529411764706,5.983045947282023,33.12439683725457,1.1456820546907576,4.137924610962422,4.401514855313421,17.983606911126735,6.523098104060674,30.945529773132304,0.9935313322558339,0.8965412951519194
VAE (512) + LinearSVR,512,model_zoo,joblib,artifacts/reproduce/predictors/latent_512/zoo_linearsvr_latent_512.joblib,58.42105263157895,48.529411764705884,25.519848329968024,207.33840375262776,4.063303913170913,6.7415388003658885,15.148865085090236,28.888945115789163,19.073361658094758,46.280890636069145,0.9446953673723602,0.7685940032116325
VAE (512) + KernelRidge_RBF_a1_gscale,512,model_zoo,joblib,artifacts/reproduce/predictors/latent_512/zoo_kernelridge_rbf_a1_gscale_latent_512.joblib,23.157894736842106,13.23529411764706,61.23089158545636,368.6224548072631,9.680699514489676,12.422446125822475,38.42749083983271,52.04784568881287,48.8623976302106,67.8081388592564,0.6370418071746826,0.5032535195350647
VAE (512) + KernelRidge_RBF_a0.1_g0.01,512,model_zoo,joblib,artifacts/reproduce/predictors/latent_512/zoo_kernelridge_rbf_a0.1_g0.01_latent_512.joblib,34.73684210526316,27.941176470588236,40.32006442710521,333.16447910792004,6.874319824200023,8.565210585359456,27.492623462645632,36.11136269832359,35.419649472025135,53.119108258866184,0.809280276298523,0.6951594352722168
VAE (512) + KernelRidge_linear,512,model_zoo,joblib,artifacts/reproduce/predictors/latent_512/zoo_kernelridge_linear_latent_512.joblib,42.368421052631575,32.35294117647059,38.13513590243281,296.7257966978141,6.051658705311376,8.083146796302529,23.944270882481025,34.19399410398567,30.85699956154802,50.35042975943388,0.8552513718605042,0.7261091470718384
VAE (512) + KernelRidge_poly2,512,model_zoo,joblib,artifacts/reproduce/predictors/latent_512/zoo_kernelridge_poly2_latent_512.joblib,23.157894736842106,17.647058823529413,60.06437147975997,372.0464631141633,9.481509966870824,12.070498282644774,37.54231609309974,50.36432826080743,47.632094074162694,66.12609213242425,0.6550895571708679,0.5275923013687134
VAE (512) + KNN_3_uniform,512,model_zoo,joblib,artifacts/reproduce/predictors/latent_512/zoo_knn_3_uniform_latent_512.joblib,72.63157894736842,54.41176470588235,20.278263306171414,71.58768537300564,3.0182615265963952,5.299535819221216,11.940548954511943,23.82484032388996,19.83737653183786,47.88364870374339,0.9401760101318359,0.7522887587547302
VAE (512) + KNN_5_distance,512,model_zoo,joblib,artifacts/reproduce/predictors/latent_512/zoo_knn_5_distance_latent_512.joblib,100.0,51.470588235294116,0.00020312123355004127,160.73577487488342,3.830357018577938e-05,5.6090821187626645,0.0001495053414922486,25.015027299951036,0.00022402290972336003,47.399262306399116,0.9999999999923705,0.7572750844789331
VAE (512) + KNN_9_distance,512,model_zoo,joblib,artifacts/reproduce/predictors/latent_512/zoo_knn_9_distance_latent_512.joblib,100.0,55.88235294117647,0.0003643639232980223,298.2514568415429,6.374510545898277e-05,6.509044743617554,0.0002479047212800748,28.36819869679396,0.0003373307806491434,50.582107901835236,0.9999999999827011,0.7235828144503742
VAE (512) + DecisionTree_depth_6,512,model_zoo,joblib,artifacts/reproduce/predictors/latent_512/zoo_decisiontree_depth_6_latent_512.joblib,69.21052631578948,45.588235294117645,16.160133123014873,92.81931294462895,3.225513902607366,7.174963640857608,12.190228747795551,30.582924229709164,19.524809881171446,46.306173465918945,0.9420463689219898,0.7683411041672552
VAE (512) + RandomForest_paper,512,model_zoo,joblib,artifacts/reproduce/predictors/latent_512/zoo_randomforest_paper_latent_512.joblib,85.26315789473684,60.29411764705882,13.966926187327571,256.7650220290701,1.8416075073608615,5.405323988032711,7.1306595592951325,23.614729476128876,10.687203644658464,40.80827754620285,0.9826365830440658,0.8200848555349155
VAE (512) + RandomForest_large,512,model_zoo,joblib,artifacts/reproduce/predictors/latent_512/zoo_randomforest_large_latent_512.joblib,83.94736842105263,58.82352941176471,12.816100962905667,228.10301506664484,1.7597131547782592,5.389343391687739,6.8469522195556305,23.746577448375586,10.281074104476689,41.46633979899724,0.9839311793532055,0.8142355535387097
VAE (512) + ExtraTrees_300,512,model_zoo,joblib,artifacts/reproduce/predictors/latent_512/zoo_extratrees_300_latent_512.joblib,100.0,67.64705882352942,3.5037650681521446e-06,100.60597944236017,9.457556102163987e-07,4.597351366563323,4.063518525266933e-06,20.60327694602264,6.142868983933008e-06,41.00181430483873,0.9999999999999942,0.8183742828341323
VAE (512) + ExtraTrees_600,512,model_zoo,joblib,artifacts/reproduce/predictors/latent_512/zoo_extratrees_600_latent_512.joblib,100.0,66.17647058823529,3.5037650681521446e-06,100.0508584947612,9.457556102163987e-07,4.643616271990504,4.063518525266933e-06,20.8469779160491,6.142868983933008e-06,41.34715267247539,0.9999999999999942,0.8153019081302224
VAE (512) + GradientBoosting_squared,512,model_zoo,joblib,artifacts/reproduce/predictors/latent_512/zoo_gradientboosting_squared_latent_512.joblib,94.21052631578948,57.35294117647059,4.719948198024383,130.73193188239912,0.828520139343054,4.6513465017177005,3.1476047659115975,20.622871523021846,4.045768469194759,37.24437371283757,0.9975116636997446,0.8501376478191778
VAE (512) + GradientBoosting_huber,512,model_zoo,joblib,artifacts/reproduce/predictors/latent_512/zoo_gradientboosting_huber_latent_512.joblib,92.89473684210526,60.29411764705882,4.753964799007035,90.10784837351898,0.897009329600584,4.790372722662861,3.471338852595121,21.03249008483255,5.823556357986212,39.329522737434466,0.9948443480646978,0.832887650208856
VAE (512) + HistGradientBoosting,512,model_zoo,joblib,artifacts/reproduce/predictors/latent_512/zoo_histgradientboosting_latent_512.joblib,98.68421052631578,60.29411764705882,1.6435035157606224,110.62833556112098,0.31667585581520125,4.732321636339513,1.343881610718429,21.403908765415913,3.6861110712157767,40.1781172366062,0.9979344112519474,0.825598443469214
VAE (512) + AdaBoost_depth_4,512,model_zoo,joblib,artifacts/reproduce/predictors/latent_512/zoo_adaboost_depth_4_latent_512.joblib,60.78947368421053,44.11764705882353,27.89779684810845,268.32310867120407,3.7950401441772676,6.684210191693627,14.195047472703864,28.626998502326973,17.94781031423579,46.71434860433783,0.9510300155324112,0.7642390960572116
VAE (512) + BaggingTrees,512,model_zoo,joblib,artifacts/reproduce/predictors/latent_512/zoo_baggingtrees_latent_512.joblib,79.73684210526316,57.35294117647059,15.300818263202407,231.7278438990204,2.1539280221154216,5.586701365362848,8.25161102421273,24.397568017058912,11.528755191483564,42.18899660429354,0.9797943949947376,0.8077042940290269
VAE (512) + MLP_64,512,model_zoo,joblib,artifacts/reproduce/predictors/latent_512/zoo_mlp_64_latent_512.joblib,26.842105263157894,23.52941176470588,59.29086404484273,269.13707066895296,9.361816188152803,11.689434765649773,37.162010760840616,48.17488630641909,47.59895347923228,64.14901444504216,0.6555693745613098,0.5554187297821045
VAE (512) + MLP_128_64,512,model_zoo,joblib,artifacts/reproduce/predictors/latent_512/zoo_mlp_128_64_latent_512.joblib,23.42105263157895,17.647058823529413,51.001315636051594,351.87617394859217,8.906840178384149,11.179013081751101,35.58998815511402,47.0539668333881,45.220639954383856,63.13206968320178,0.6891288757324219,0.5694027543067932
VAE (512) + MLP_256_128_64,512,model_zoo,joblib,artifacts/reproduce/predictors/latent_512/zoo_mlp_256_128_64_latent_512.joblib,20.0,20.588235294117645,67.62894430549547,455.63930940624584,9.983359073609504,11.707200460876882,38.58149239640487,47.07688877424773,45.5575120078754,60.18548069923911,0.6844799518585205,0.6086596250534058
VAE (512) + PLS_2,512,model_zoo,joblib,artifacts/reproduce/predictors/latent_512/zoo_pls_2_latent_512.joblib,27.631578947368425,20.588235294117645,54.731086036164434,294.5856685969391,9.47302173031439,12.003373230922767,37.73695386456467,49.94678891322423,48.02949735002756,67.01790254050371,0.6493102216667375,0.5147641759313281
VAE (512) + PLS_8,512,model_zoo,joblib,artifacts/reproduce/predictors/latent_512/zoo_pls_8_latent_512.joblib,41.31578947368421,33.82352941176471,46.42566620674919,280.8834935931212,6.742577731197782,8.241128541224962,26.543065279962367,34.44331808681288,35.03996205637931,49.700806805939294,0.8133472990208903,0.7331310352129188
VAE (512) + GaussianProcess_RBF,512,model_zoo,joblib,artifacts/reproduce/predictors/latent_512/zoo_gaussianprocess_rbf_latent_512.joblib,98.94736842105263,66.17647058823529,2.370094910761169,16.596516907559035,0.5524222541665399,3.9778051975274606,2.1529905030731875,18.764057961351714,3.5093217546047577,40.43710014932832,0.9981277949961282,0.823342857763097
VAE (512) + XGBoost_hist_depth3,512,model_zoo,joblib,artifacts/reproduce/predictors/latent_512/zoo_xgboost_hist_depth3_latent_512.joblib,97.36842105263158,61.76470588235294,3.587672851298708,92.6196815575463,0.6585325604749969,4.559109667741952,2.5175171883482683,20.442914180019322,3.271860165635444,38.60561785929583,0.9983726143836975,0.8389828205108643
VAE (512) + XGBoost_hist_depth5,512,model_zoo,joblib,artifacts/reproduce/predictors/latent_512/zoo_xgboost_hist_depth5_latent_512.joblib,99.47368421052632,58.82352941176471,1.2978281852826024,121.19993845596994,0.24131255457324544,4.725470335445065,0.9207088388894734,21.31224454413442,1.1837483272901363,39.63611308525594,0.9997869729995728,0.8302720785140991
VAE (512) + LightGBM_leaves31,512,model_zoo,joblib,artifacts/reproduce/predictors/latent_512/zoo_lightgbm_leaves31_latent_512.joblib,98.94736842105263,57.35294117647059,1.3627409416571634,99.65824150068472,0.26228668913999226,4.69167165774112,1.1169826083267014,21.23577384080305,3.2358613033158656,39.309818289985245,0.9984082061542441,0.8330550578665117
